Token,PrevPrevToken,PrevToken,NextToken,NextNextToken,IsNumeric,Label
TL,giderim,17000,180000,lira,False,DIGER
180000,17000,TL,lira,çekmek,True,TUTAR
lira,TL,180000,çekmek,istiyorum,False,DIGER
çekmek,180000,lira,istiyorum,36,False,DIGER
istiyorum,lira,çekmek,36,aylık,False,DIGER
36,çekmek,istiyorum,aylık,<YOK>,True,VADE
aylık,istiyorum,36,<YOK>,<YOK>,False,DIGER
52000,<YOK>,Gelirim,TL,iken,True,GELIR
TL,Gelirim,52000,iken,giderim,False,DIGER
iken,52000,TL,giderim,13000,False,DIGER
giderim,TL,iken,13000,TL,False,DIGER
13000,iken,giderim,TL,140000,True,GIDER
TL,giderim,13000,140000,lira,False,DIGER
140000,13000,TL,lira,çekmek,True,TUTAR
lira,TL,140000,çekmek,istiyorum,False,DIGER
çekmek,140000,lira,istiyorum,15,False,DIGER
istiyorum,lira,çekmek,15,aylık,False,DIGER
15,çekmek,istiyorum,aylık,<YOK>,True,VADE
aylık,istiyorum,15,<YOK>,<YOK>,False,DIGER
Gelirim,<YOK>,<YOK>,41000,TL,False,DIGER
41000,<YOK>,Gelirim,TL,giderim,True,GELIR
TL,Gelirim,41000,giderim,de,False,DIGER
giderim,41000,TL,de,31000,False,DIGER
de,TL,giderim,31000,TL,False,DIGER
31000,giderim,de,TL,130000,True,GIDER
TL,de,31000,130000,TL,False,DIGER
130000,31000,TL,TL,kredi,True,TUTAR
TL,TL,130000,kredi,kullanmak,False,DIGER
kredi,130000,TL,kullanmak,istiyorum,False,DIGER
kullanmak,TL,kredi,istiyorum,42,False,DIGER
istiyorum,kredi,kullanmak,42,ay,False,DIGER
42,kullanmak,istiyorum,ay,<YOK>,True,VADE
ay,istiyorum,42,<YOK>,<YOK>,False,DIGER
Gelirim,<YOK>,<YOK>,77000,TL,False,DIGER
77000,<YOK>,Gelirim,TL,giderim,True,GELIR
TL,Gelirim,77000,giderim,de,False,DIGER
giderim,77000,TL,de,31000,False,DIGER
31000,giderim,de,TL,85000,True,GIDER
TL,de,31000,85000,TL,False,DIGER
85000,31000,TL,TL,kredi,True,TUTAR
TL,TL,85000,kredi,kullanmak,False,DIGER
kredi,85000,TL,kullanmak,istiyorum,False,DIGER
kullanmak,TL,kredi,istiyorum,30,False,DIGER
istiyorum,kredi,kullanmak,30,ay,False,DIGER
30,kullanmak,istiyorum,ay,<YOK>,True,VADE
ay,istiyorum,30,<YOK>,<YOK>,False,DIGER
giderim,77000,TL,de,13000,False,DIGER
de,TL,giderim,13000,TL,False,DIGER
13000,giderim,de,TL,220000,True,GIDER
TL,de,13000,220000,TL,False,DIGER
220000,13000,TL,TL,kredi,True,TUTAR
TL,TL,220000,kredi,kullanmak,False,DIGER
kredi,220000,TL,kullanmak,istiyorum,False,DIGER
41000,<YOK>,Gelirim,TL,fakat,True,GELIR
TL,Gelirim,41000,fakat,giderim,False,DIGER
fakat,41000,TL,giderim,13000,False,DIGER
giderim,TL,fakat,13000,TL,False,DIGER
13000,fakat,giderim,TL,180000,True,GIDER
TL,giderim,13000,180000,TL,False,DIGER
180000,13000,TL,TL,kredi,True,TUTAR
TL,TL,180000,kredi,18,False,DIGER
kredi,180000,TL,18,ay,False,DIGER
18,TL,kredi,ay,vade,True,VADE
ay,kredi,18,vade,ile,False,DIGER
vade,18,ay,ile,<YOK>,False,DIGER
ile,ay,vade,<YOK>,<YOK>,False,DIGER
46000,<YOK>,Gelirim,TL,fakat,True,GELIR
TL,Gelirim,46000,fakat,giderim,False,DIGER
fakat,46000,TL,giderim,31000,False,DIGER
giderim,TL,fakat,31000,TL,False,DIGER
31000,fakat,giderim,TL,350000,True,GIDER
TL,giderim,31000,350000,TL,False,DIGER
350000,31000,TL,TL,kredi,True,TUTAR
TL,TL,350000,kredi,24,False,DIGER
kredi,350000,TL,24,ay,False,DIGER
24,TL,kredi,ay,vade,True,VADE
ay,kredi,24,vade,ile,False,DIGER
vade,24,ay,ile,<YOK>,False,DIGER
fakat,41000,TL,giderim,31000,False,DIGER
31000,fakat,giderim,TL,140000,True,GIDER
TL,giderim,31000,140000,TL,False,DIGER
140000,31000,TL,TL,kredi,True,TUTAR
TL,TL,140000,kredi,48,False,DIGER
kredi,140000,TL,48,ay,False,DIGER
48,TL,kredi,ay,vade,True,VADE
ay,kredi,48,vade,ile,False,DIGER
vade,48,ay,ile,<YOK>,False,DIGER
Giderim,<YOK>,<YOK>,15000,TL,False,DIGER
15000,<YOK>,Giderim,TL,gelirim,True,GIDER
TL,Giderim,15000,gelirim,ise,False,DIGER
gelirim,15000,TL,ise,28000,False,DIGER
ise,TL,gelirim,28000,TL,False,DIGER
28000,gelirim,ise,TL,60000,True,GELIR
TL,ise,28000,60000,TL,False,DIGER
60000,28000,TL,TL,kredi,True,TUTAR
TL,TL,60000,kredi,istiyorum,False,DIGER
kredi,60000,TL,istiyorum,48,False,DIGER
istiyorum,TL,kredi,48,aylık,False,DIGER
48,kredi,istiyorum,aylık,<YOK>,True,VADE
aylık,istiyorum,48,<YOK>,<YOK>,False,DIGER
Giderim,<YOK>,<YOK>,21000,TL,False,DIGER
21000,<YOK>,Giderim,TL,gelirim,True,GIDER
TL,Giderim,21000,gelirim,ise,False,DIGER
gelirim,21000,TL,ise,52000,False,DIGER
ise,TL,gelirim,52000,TL,False,DIGER
52000,gelirim,ise,TL,130000,True,GELIR
TL,ise,52000,130000,TL,False,DIGER
130000,52000,TL,TL,kredi,True,TUTAR
TL,TL,130000,kredi,istiyorum,False,DIGER
kredi,130000,TL,istiyorum,9,False,DIGER
istiyorum,TL,kredi,9,aylık,False,DIGER
9,kredi,istiyorum,aylık,<YOK>,True,VADE
Giderim,<YOK>,<YOK>,28000,TL,False,DIGER
28000,<YOK>,Giderim,TL,gelirim,True,GIDER
TL,Giderim,28000,gelirim,ise,False,DIGER
gelirim,28000,TL,ise,41000,False,DIGER
ise,TL,gelirim,41000,TL,False,DIGER
41000,gelirim,ise,TL,350000,True,GELIR
TL,ise,41000,350000,TL,False,DIGER
350000,41000,TL,TL,kredi,True,TUTAR
TL,TL,350000,kredi,istiyorum,False,DIGER
kredi,350000,TL,istiyorum,15,False,DIGER
istiyorum,TL,kredi,15,aylık,False,DIGER
15,kredi,istiyorum,aylık,<YOK>,True,VADE
Giderim,<YOK>,<YOK>,31000,TL,False,DIGER
31000,<YOK>,Giderim,TL,civarında,True,GIDER
TL,Giderim,31000,civarında,gelirim,False,DIGER
civarında,31000,TL,gelirim,41000,False,DIGER
gelirim,TL,civarında,41000,TL,False,DIGER
41000,civarında,gelirim,TL,180000,True,GELIR
TL,gelirim,41000,180000,TL,False,DIGER
180000,41000,TL,TL,ihtiyaç,True,TUTAR
TL,TL,180000,ihtiyaç,kredisi,False,DIGER
ihtiyaç,180000,TL,kredisi,18,False,DIGER
kredisi,TL,ihtiyaç,18,ay,False,DIGER
18,ihtiyaç,kredisi,ay,<YOK>,True,VADE
ay,kredisi,18,<YOK>,<YOK>,False,DIGER
Giderim,<YOK>,<YOK>,23000,TL,False,DIGER
23000,<YOK>,Giderim,TL,civarında,True,GIDER
TL,Giderim,23000,civarında,gelirim,False,DIGER
civarında,23000,TL,gelirim,77000,False,DIGER
gelirim,TL,civarında,77000,TL,False,DIGER
77000,civarında,gelirim,TL,95000,True,GELIR
TL,gelirim,77000,95000,TL,False,DIGER
95000,77000,TL,TL,ihtiyaç,True,TUTAR
TL,TL,95000,ihtiyaç,kredisi,False,DIGER
ihtiyaç,95000,TL,kredisi,14,False,DIGER
kredisi,TL,ihtiyaç,14,ay,False,DIGER
14,ihtiyaç,kredisi,ay,<YOK>,True,VADE
ay,kredisi,14,<YOK>,<YOK>,False,DIGER
15000,<YOK>,Giderim,TL,civarında,True,GIDER
TL,Giderim,15000,civarında,gelirim,False,DIGER
civarında,15000,TL,gelirim,37000,False,DIGER
gelirim,TL,civarında,37000,TL,False,DIGER
37000,civarında,gelirim,TL,350000,True,GELIR
TL,gelirim,37000,350000,TL,False,DIGER
350000,37000,TL,TL,ihtiyaç,True,TUTAR
TL,TL,350000,ihtiyaç,kredisi,False,DIGER
ihtiyaç,350000,TL,kredisi,24,False,DIGER
kredisi,TL,ihtiyaç,24,ay,False,DIGER
24,ihtiyaç,kredisi,ay,<YOK>,True,VADE
ay,kredisi,24,<YOK>,<YOK>,False,DIGER
350000,<YOK>,<YOK>,TL,kredi,True,TUTAR
TL,<YOK>,350000,kredi,istiyorum,False,DIGER
kredi,350000,TL,istiyorum,gelirim,False,DIGER
istiyorum,TL,kredi,gelirim,68000,False,DIGER
gelirim,kredi,istiyorum,68000,TL,False,DIGER
68000,istiyorum,gelirim,TL,giderim,True,GELIR
TL,gelirim,68000,giderim,ise,False,DIGER
giderim,68000,TL,ise,17000,False,DIGER
ise,TL,giderim,17000,TL,False,DIGER
17000,giderim,ise,TL,30,True,GIDER
TL,ise,17000,30,ay,False,DIGER
30,17000,TL,ay,vadeyle,True,VADE
ay,TL,30,vadeyle,<YOK>,False,DIGER
160000,<YOK>,<YOK>,TL,kredi,True,TUTAR
TL,<YOK>,160000,kredi,istiyorum,False,DIGER
kredi,160000,TL,istiyorum,gelirim,False,DIGER
istiyorum,TL,kredi,gelirim,58000,False,DIGER
gelirim,kredi,istiyorum,58000,TL,False,DIGER
58000,istiyorum,gelirim,TL,giderim,True,GELIR
giderim,58000,TL,ise,28000,False,DIGER
ise,TL,giderim,28000,TL,False,DIGER
28000,giderim,ise,TL,15,True,GIDER
TL,ise,28000,15,ay,False,DIGER
15,28000,TL,ay,vadeyle,True,VADE
ay,TL,15,vadeyle,<YOK>,False,DIGER
vadeyle,15,ay,<YOK>,<YOK>,False,DIGER
220000,<YOK>,<YOK>,TL,kredi,True,TUTAR
TL,<YOK>,220000,kredi,istiyorum,False,DIGER
kredi,220000,TL,istiyorum,gelirim,False,DIGER
istiyorum,TL,kredi,gelirim,41000,False,DIGER
gelirim,kredi,istiyorum,41000,TL,False,DIGER
41000,istiyorum,gelirim,TL,giderim,True,GELIR
TL,gelirim,41000,giderim,ise,False,DIGER
giderim,41000,TL,ise,13000,False,DIGER
ise,TL,giderim,13000,TL,False,DIGER
13000,giderim,ise,TL,20,True,GIDER
TL,ise,13000,20,ay,False,DIGER
20,13000,TL,ay,vadeyle,True,VADE
ay,TL,20,vadeyle,<YOK>,False,DIGER
85000,<YOK>,<YOK>,TL'lik,krediyi,True,TUTAR
TL'lik,<YOK>,85000,krediyi,10,False,DIGER
krediyi,85000,TL'lik,10,aylık,False,DIGER
10,TL'lik,krediyi,aylık,ödeyeceğim,True,VADE
aylık,krediyi,10,ödeyeceğim,gelirim,False,DIGER
ödeyeceğim,10,aylık,gelirim,32000,False,DIGER
gelirim,aylık,ödeyeceğim,32000,TL,False,DIGER
32000,ödeyeceğim,gelirim,TL,giderim,True,GELIR
TL,gelirim,32000,giderim,9000,False,DIGER
giderim,32000,TL,9000,TL,False,DIGER
9000,TL,giderim,TL,<YOK>,True,GIDER
TL,giderim,9000,<YOK>,<YOK>,False,DIGER
310000,<YOK>,<YOK>,TL'lik,krediyi,True,TUTAR
TL'lik,<YOK>,310000,krediyi,18,False,DIGER
krediyi,310000,TL'lik,18,aylık,False,DIGER
18,TL'lik,krediyi,aylık,ödeyeceğim,True,VADE
aylık,krediyi,18,ödeyeceğim,gelirim,False,DIGER
ödeyeceğim,18,aylık,gelirim,77000,False,DIGER
gelirim,aylık,ödeyeceğim,77000,TL,False,DIGER
77000,ödeyeceğim,gelirim,TL,giderim,True,GELIR
TL,gelirim,77000,giderim,13000,False,DIGER
giderim,77000,TL,13000,TL,False,DIGER
13000,TL,giderim,TL,<YOK>,True,GIDER
TL,giderim,13000,<YOK>,<YOK>,False,DIGER
160000,<YOK>,<YOK>,TL'lik,krediyi,True,TUTAR
TL'lik,<YOK>,160000,krediyi,18,False,DIGER
krediyi,160000,TL'lik,18,aylık,False,DIGER
ödeyeceğim,18,aylık,gelirim,72000,False,DIGER
gelirim,aylık,ödeyeceğim,72000,TL,False,DIGER
72000,ödeyeceğim,gelirim,TL,giderim,True,GELIR
TL,gelirim,72000,giderim,11000,False,DIGER
giderim,72000,TL,11000,TL,False,DIGER
11000,TL,giderim,TL,<YOK>,True,GIDER
TL,giderim,11000,<YOK>,<YOK>,False,DIGER
220000,<YOK>,<YOK>,lira,çekmek,True,TUTAR
lira,<YOK>,220000,çekmek,istiyorum,False,DIGER
çekmek,220000,lira,istiyorum,14,False,DIGER
istiyorum,lira,çekmek,14,ay,False,DIGER
14,çekmek,istiyorum,ay,vade,True,VADE
ay,istiyorum,14,vade,ile,False,DIGER
vade,14,ay,ile,gelirim,False,DIGER
ile,ay,vade,gelirim,72000,False,DIGER
gelirim,vade,ile,72000,lira,False,DIGER
72000,ile,gelirim,lira,<YOK>,True,GELIR
lira,gelirim,72000,<YOK>,<YOK>,False,DIGER
310000,<YOK>,<YOK>,lira,çekmek,True,TUTAR
lira,<YOK>,310000,çekmek,istiyorum,False,DIGER
çekmek,310000,lira,istiyorum,42,False,DIGER
istiyorum,lira,çekmek,42,ay,False,DIGER
42,çekmek,istiyorum,ay,vade,True,VADE
ay,istiyorum,42,vade,ile,False,DIGER
vade,42,ay,ile,gelirim,False,DIGER
ile,ay,vade,gelirim,68000,False,DIGER
gelirim,vade,ile,68000,lira,False,DIGER
68000,ile,gelirim,lira,<YOK>,True,GELIR
lira,gelirim,68000,<YOK>,<YOK>,False,DIGER
çekmek,220000,lira,istiyorum,48,False,DIGER
istiyorum,lira,çekmek,48,ay,False,DIGER
48,çekmek,istiyorum,ay,vade,True,VADE
ay,istiyorum,48,vade,ile,False,DIGER
vade,48,ay,ile,gelirim,False,DIGER
ile,ay,vade,gelirim,32000,False,DIGER
gelirim,vade,ile,32000,lira,False,DIGER
32000,ile,gelirim,lira,<YOK>,True,GELIR
lira,gelirim,32000,<YOK>,<YOK>,False,DIGER
9,<YOK>,<YOK>,aylık,vadeyle,True,VADE
aylık,<YOK>,9,vadeyle,140000,False,DIGER
vadeyle,9,aylık,140000,TL,False,DIGER
140000,aylık,vadeyle,TL,kredi,True,TUTAR
TL,vadeyle,140000,kredi,kullanmak,False,DIGER
kredi,140000,TL,kullanmak,istiyorum,False,DIGER
kullanmak,TL,kredi,istiyorum,gelirim,False,DIGER
istiyorum,kredi,kullanmak,gelirim,46000,False,DIGER
gelirim,kullanmak,istiyorum,46000,TL,False,DIGER
46000,istiyorum,gelirim,TL,<YOK>,True,GELIR
TL,gelirim,46000,<YOK>,<YOK>,False,DIGER
20,<YOK>,<YOK>,aylık,vadeyle,True,VADE
aylık,<YOK>,20,vadeyle,95000,False,DIGER
vadeyle,20,aylık,95000,TL,False,DIGER
95000,aylık,vadeyle,TL,kredi,True,TUTAR
TL,vadeyle,95000,kredi,kullanmak,False,DIGER
kredi,95000,TL,kullanmak,istiyorum,False,DIGER
48,<YOK>,<YOK>,aylık,vadeyle,True,VADE
aylık,<YOK>,48,vadeyle,220000,False,DIGER
vadeyle,48,aylık,220000,TL,False,DIGER
220000,aylık,vadeyle,TL,kredi,True,TUTAR
TL,vadeyle,220000,kredi,kullanmak,False,DIGER
istiyorum,kredi,kullanmak,gelirim,28000,False,DIGER
gelirim,kullanmak,istiyorum,28000,TL,False,DIGER
28000,istiyorum,gelirim,TL,<YOK>,True,GELIR
TL,gelirim,28000,<YOK>,<YOK>,False,DIGER
36,<YOK>,<YOK>,ay,vade,True,VADE
ay,<YOK>,36,vade,ile,False,DIGER
vade,36,ay,ile,85000,False,DIGER
ile,ay,vade,85000,TL,False,DIGER
85000,vade,ile,TL,kredi,True,TUTAR
TL,ile,85000,kredi,istiyorum,False,DIGER
kredi,85000,TL,istiyorum,gelirim,False,DIGER
istiyorum,TL,kredi,gelirim,37000,False,DIGER
gelirim,kredi,istiyorum,37000,TL,False,DIGER
37000,istiyorum,gelirim,TL,giderim,True,GELIR
TL,gelirim,37000,giderim,26000,False,DIGER
giderim,37000,TL,26000,TL,False,DIGER
26000,TL,giderim,TL,<YOK>,True,GIDER
TL,giderim,26000,<YOK>,<YOK>,False,DIGER
30,<YOK>,<YOK>,ay,vade,True,VADE
ay,<YOK>,30,vade,ile,False,DIGER
vade,30,ay,ile,220000,False,DIGER
ile,ay,vade,220000,TL,False,DIGER
220000,vade,ile,TL,kredi,True,TUTAR
TL,ile,220000,kredi,istiyorum,False,DIGER
istiyorum,TL,kredi,gelirim,46000,False,DIGER
gelirim,kredi,istiyorum,46000,TL,False,DIGER
46000,istiyorum,gelirim,TL,giderim,True,GELIR
TL,gelirim,46000,giderim,31000,False,DIGER
giderim,46000,TL,31000,TL,False,DIGER
31000,TL,giderim,TL,<YOK>,True,GIDER
TL,giderim,31000,<YOK>,<YOK>,False,DIGER
48,<YOK>,<YOK>,ay,vade,True,VADE
ay,<YOK>,48,vade,ile,False,DIGER
vade,48,ay,ile,140000,False,DIGER
ile,ay,vade,140000,TL,False,DIGER
140000,vade,ile,TL,kredi,True,TUTAR
TL,ile,140000,kredi,istiyorum,False,DIGER
kredi,140000,TL,istiyorum,gelirim,False,DIGER
TL,gelirim,41000,giderim,13000,False,DIGER
giderim,41000,TL,13000,TL,False,DIGER
26000,<YOK>,<YOK>,TL,gideri,True,GIDER
TL,<YOK>,26000,gideri,olan,False,DIGER
gideri,26000,TL,olan,birinin,False,DIGER
olan,TL,gideri,birinin,37000,False,DIGER
birinin,gideri,olan,37000,TL,False,DIGER
37000,olan,birinin,TL,geliri,True,GELIR
TL,birinin,37000,geliri,varsa,False,DIGER
geliri,37000,TL,varsa,220000,False,DIGER
varsa,TL,geliri,220000,TL,False,DIGER
220000,geliri,varsa,TL,krediyi,True,TUTAR
TL,varsa,220000,krediyi,6,False,DIGER
krediyi,220000,TL,6,ay,False,DIGER
6,TL,krediyi,ay,vade,True,VADE
ay,krediyi,6,vade,ile,False,DIGER
vade,6,ay,ile,alabilir,False,DIGER
alabilir,vade,ile,mi,<YOK>,False,DIGER
mi,ile,alabilir,<YOK>,<YOK>,False,DIGER
19000,<YOK>,<YOK>,TL,gideri,True,GIDER
TL,<YOK>,19000,gideri,olan,False,DIGER
gideri,19000,TL,olan,birinin,False,DIGER
olan,TL,gideri,birinin,72000,False,DIGER
birinin,gideri,olan,72000,TL,False,DIGER
72000,olan,birinin,TL,geliri,True,GELIR
TL,birinin,72000,geliri,varsa,False,DIGER
geliri,72000,TL,varsa,180000,False,DIGER
varsa,TL,geliri,180000,TL,False,DIGER
180000,geliri,varsa,TL,krediyi,True,TUTAR
TL,varsa,180000,krediyi,6,False,DIGER
krediyi,180000,TL,6,ay,False,DIGER
olan,TL,gideri,birinin,32000,False,DIGER
birinin,gideri,olan,32000,TL,False,DIGER
32000,olan,birinin,TL,geliri,True,GELIR
TL,birinin,32000,geliri,varsa,False,DIGER
geliri,32000,TL,varsa,130000,False,DIGER
varsa,TL,geliri,130000,TL,False,DIGER
130000,geliri,varsa,TL,krediyi,True,TUTAR
TL,varsa,130000,krediyi,12,False,DIGER
krediyi,130000,TL,12,ay,False,DIGER
12,TL,krediyi,ay,vade,True,VADE
ay,krediyi,12,vade,ile,False,DIGER
vade,12,ay,ile,alabilir,False,DIGER
Aylık,<YOK>,<YOK>,geliri,28000,False,DIGER
geliri,<YOK>,Aylık,28000,TL,False,DIGER
28000,Aylık,geliri,TL,olan,True,GELIR
TL,geliri,28000,olan,ama,False,DIGER
olan,28000,TL,ama,gideri,False,DIGER
ama,TL,olan,gideri,15000,False,DIGER
gideri,olan,ama,15000,TL,False,DIGER
15000,ama,gideri,TL,bulan,True,GIDER
TL,gideri,15000,bulan,biri,False,DIGER
bulan,15000,TL,biri,260000,False,DIGER
biri,TL,bulan,260000,TL,False,DIGER
260000,bulan,biri,TL,kredi,True,TUTAR
TL,biri,260000,kredi,kullanabilir,False,DIGER
kredi,260000,TL,kullanabilir,mi,False,DIGER
kullanabilir,TL,kredi,mi,<YOK>,False,DIGER
mi,kredi,kullanabilir,<YOK>,<YOK>,False,DIGER
Aylık,<YOK>,<YOK>,geliri,32000,False,DIGER
geliri,<YOK>,Aylık,32000,TL,False,DIGER
32000,Aylık,geliri,TL,olan,True,GELIR
TL,geliri,32000,olan,ama,False,DIGER
olan,32000,TL,ama,gideri,False,DIGER
ama,TL,olan,gideri,23000,False,DIGER
gideri,olan,ama,23000,TL,False,DIGER
23000,ama,gideri,TL,bulan,True,GIDER
TL,gideri,23000,bulan,biri,False,DIGER
bulan,23000,TL,biri,85000,False,DIGER
biri,TL,bulan,85000,TL,False,DIGER
85000,bulan,biri,TL,kredi,True,TUTAR
TL,biri,85000,kredi,kullanabilir,False,DIGER
kredi,85000,TL,kullanabilir,mi,False,DIGER
Aylık,<YOK>,<YOK>,geliri,68000,False,DIGER
geliri,<YOK>,Aylık,68000,TL,False,DIGER
68000,Aylık,geliri,TL,olan,True,GELIR
TL,geliri,68000,olan,ama,False,DIGER
olan,68000,TL,ama,gideri,False,DIGER
ama,TL,olan,gideri,13000,False,DIGER
gideri,olan,ama,13000,TL,False,DIGER
13000,ama,gideri,TL,bulan,True,GIDER
TL,gideri,13000,bulan,biri,False,DIGER
bulan,13000,TL,biri,95000,False,DIGER
biri,TL,bulan,95000,TL,False,DIGER
95000,bulan,biri,TL,kredi,True,TUTAR
TL,biri,95000,kredi,kullanabilir,False,DIGER
kredi,95000,TL,kullanabilir,mi,False,DIGER
Geliri,<YOK>,<YOK>,63000,TL,False,DIGER
63000,<YOK>,Geliri,TL,gideri,True,GELIR
TL,Geliri,63000,gideri,de,False,DIGER
gideri,63000,TL,de,26000,False,DIGER
de,TL,gideri,26000,TL,False,DIGER
26000,gideri,de,TL,olan,True,GIDER
TL,de,26000,olan,biri,False,DIGER
olan,26000,TL,biri,95000,False,DIGER
biri,TL,olan,95000,TL,False,DIGER
95000,olan,biri,TL,krediyi,True,TUTAR
TL,biri,95000,krediyi,14,False,DIGER
krediyi,95000,TL,14,ay,False,DIGER
14,TL,krediyi,ay,vadeyle,True,VADE
ay,krediyi,14,vadeyle,çekebilir,False,DIGER
vadeyle,14,ay,çekebilir,mi,False,DIGER
çekebilir,ay,vadeyle,mi,<YOK>,False,DIGER
mi,vadeyle,çekebilir,<YOK>,<YOK>,False,DIGER
Geliri,<YOK>,<YOK>,68000,TL,False,DIGER
68000,<YOK>,Geliri,TL,gideri,True,GELIR
TL,Geliri,68000,gideri,de,False,DIGER
gideri,68000,TL,de,28000,False,DIGER
de,TL,gideri,28000,TL,False,DIGER
28000,gideri,de,TL,olan,True,GIDER
TL,de,28000,olan,biri,False,DIGER
olan,28000,TL,biri,160000,False,DIGER
biri,TL,olan,160000,TL,False,DIGER
160000,olan,biri,TL,krediyi,True,TUTAR
TL,biri,160000,krediyi,12,False,DIGER
krediyi,160000,TL,12,ay,False,DIGER
12,TL,krediyi,ay,vadeyle,True,VADE
ay,krediyi,12,vadeyle,çekebilir,False,DIGER
vadeyle,12,ay,çekebilir,mi,False,DIGER
gideri,68000,TL,de,15000,False,DIGER
de,TL,gideri,15000,TL,False,DIGER
15000,gideri,de,TL,olan,True,GIDER
TL,de,15000,olan,biri,False,DIGER
olan,15000,TL,biri,350000,False,DIGER
biri,TL,olan,350000,TL,False,DIGER
350000,olan,biri,TL,krediyi,True,TUTAR
TL,biri,350000,krediyi,14,False,DIGER
krediyi,350000,TL,14,ay,False,DIGER
Yaklaşık,<YOK>,<YOK>,58000,TL,False,DIGER
58000,<YOK>,Yaklaşık,TL,kadar,True,GELIR
TL,Yaklaşık,58000,kadar,geliri,False,DIGER
kadar,58000,TL,geliri,var,False,DIGER
geliri,TL,kadar,var,310000,False,DIGER
var,kadar,geliri,310000,TL,False,DIGER
310000,geliri,var,TL,istiyor,True,TUTAR
TL,var,310000,istiyor,15,False,DIGER
istiyor,310000,TL,15,ay,False,DIGER
15,TL,istiyor,ay,vadeyle,True,VADE
ay,istiyor,15,vadeyle,<YOK>,False,DIGER
Yaklaşık,<YOK>,<YOK>,63000,TL,False,DIGER
63000,<YOK>,Yaklaşık,TL,kadar,True,GELIR
TL,Yaklaşık,63000,kadar,geliri,False,DIGER
kadar,63000,TL,geliri,var,False,DIGER
geliri,TL,kadar,var,180000,False,DIGER
var,kadar,geliri,180000,TL,False,DIGER
180000,geliri,var,TL,istiyor,True,TUTAR
TL,var,180000,istiyor,9,False,DIGER
istiyor,180000,TL,9,ay,False,DIGER
9,TL,istiyor,ay,vadeyle,True,VADE
ay,istiyor,9,vadeyle,<YOK>,False,DIGER
Yaklaşık,<YOK>,<YOK>,41000,TL,False,DIGER
41000,<YOK>,Yaklaşık,TL,kadar,True,GELIR
TL,Yaklaşık,41000,kadar,geliri,False,DIGER
kadar,41000,TL,geliri,var,False,DIGER
geliri,TL,kadar,var,85000,False,DIGER
var,kadar,geliri,85000,TL,False,DIGER
85000,geliri,var,TL,istiyor,True,TUTAR
TL,var,85000,istiyor,15,False,DIGER
istiyor,85000,TL,15,ay,False,DIGER
Geliri,<YOK>,<YOK>,28000,TL,False,DIGER
28000,<YOK>,Geliri,TL,kadar,True,GELIR
TL,Geliri,28000,kadar,gideri,False,DIGER
kadar,28000,TL,gideri,28000,False,DIGER
gideri,TL,kadar,28000,TL,False,DIGER
28000,kadar,gideri,TL,civarında,True,GIDER
TL,gideri,28000,civarında,olan,False,DIGER
civarında,28000,TL,olan,biri,False,DIGER
olan,TL,civarında,biri,220000,False,DIGER
biri,civarında,olan,220000,TL,False,DIGER
220000,olan,biri,TL,istiyor,True,TUTAR
TL,biri,220000,istiyor,<YOK>,False,DIGER
istiyor,220000,TL,<YOK>,<YOK>,False,DIGER
Geliri,<YOK>,<YOK>,72000,TL,False,DIGER
72000,<YOK>,Geliri,TL,kadar,True,GELIR
TL,Geliri,72000,kadar,gideri,False,DIGER
kadar,72000,TL,gideri,15000,False,DIGER
gideri,TL,kadar,15000,TL,False,DIGER
15000,kadar,gideri,TL,civarında,True,GIDER
TL,gideri,15000,civarında,olan,False,DIGER
civarında,15000,TL,olan,biri,False,DIGER
olan,TL,civarında,biri,60000,False,DIGER
biri,civarında,olan,60000,TL,False,DIGER
60000,olan,biri,TL,istiyor,True,TUTAR
TL,biri,60000,istiyor,<YOK>,False,DIGER
istiyor,60000,TL,<YOK>,<YOK>,False,DIGER
Geliri,<YOK>,<YOK>,83000,TL,False,DIGER
83000,<YOK>,Geliri,TL,kadar,True,GELIR
TL,Geliri,83000,kadar,gideri,False,DIGER
kadar,83000,TL,gideri,31000,False,DIGER
gideri,TL,kadar,31000,TL,False,DIGER
31000,kadar,gideri,TL,civarında,True,GIDER
TL,gideri,31000,civarında,olan,False,DIGER
civarında,31000,TL,olan,biri,False,DIGER
Aylık,<YOK>,<YOK>,61000,dolar,False,DIGER
61000,<YOK>,Aylık,dolar,kazanıyorum,True,GELIR
dolar,Aylık,61000,kazanıyorum,145000,False,DIGER
kazanıyorum,61000,dolar,145000,dolar,False,DIGER
145000,dolar,kazanıyorum,dolar,kredi,True,TUTAR
dolar,kazanıyorum,145000,kredi,istiyorum,False,DIGER
kredi,145000,dolar,istiyorum,8,False,DIGER
istiyorum,dolar,kredi,8,ay,False,DIGER
8,kredi,istiyorum,ay,vadeyle,True,VADE
ay,istiyorum,8,vadeyle,<YOK>,False,DIGER
vadeyle,8,ay,<YOK>,<YOK>,False,DIGER
Aylık,<YOK>,<YOK>,35000,euro,False,DIGER
35000,<YOK>,Aylık,euro,kazanıyorum,True,GELIR
euro,Aylık,35000,kazanıyorum,175000,False,DIGER
kazanıyorum,35000,euro,175000,euro,False,DIGER
175000,euro,kazanıyorum,euro,kredi,True,TUTAR
euro,kazanıyorum,175000,kredi,istiyorum,False,DIGER
kredi,175000,euro,istiyorum,10,False,DIGER
